ORDERDATE,SALES,PRODUCTLINE,DEALSIZE,COUNTRY
2005-01-20,1534.95,Classic Cars,Small,Australia
2005-02-09,7264.53,Classic Cars,Large,Finland
2005-02-22,6869.05,Classic Cars,Medium,Spain
2005-03-15,3353.02,Classic Cars,Medium,Spain
2005-04-14,8289.05,Classic Cars,Large,France
2005-05-03,11887.8,Classic Cars,Large,Spain
2005-05-17,5926.9,Classic Cars,Medium,Austria
2005-05-31,3793.16,Classic Cars,Medium,France
2003-02-11,4330.1,Trains,Medium,Denmark
2003-04-16,2011.8,Trains,Small,Singapore
2003-06-06,4837.18,Trains,Medium,Spain
2003-08-08,2151.82,Trains,Small,USA
2003-09-28,2573.46,Trains,Small,Spain
2003-10-22,5344.5,Trains,Medium,Singapore
2003-11-07,3070.52,Trains,Medium,Spain
2003-11-14,3952.83,Trains,Medium,USA
2003-11-26,3564.75,Trains,Medium,USA
2004-01-02,5614.56,Trains,Medium,France
2004-02-18,1855.41,Trains,Small,Belgium
2004-03-20,4598.4,Trains,Medium,UK
2004-05-07,5082.42,Trains,Medium,USA
2004-07-21,5450.59,Trains,Medium,Belgium
2004-08-20,4174.92,Trains,Medium,USA
2004-09-09,2418.24,Trains,Small,Italy
2004-10-14,3670.4,Trains,Medium,UK
2004-10-22,2481.7,Trains,Small,Denmark
2004-11-09,3807.68,Trains,Medium,Sweden
2004-11-20,2230.41,Trains,Small,France
2004-12-02,3814.64,Trains,Medium,Spain
2005-01-26,2117.75,Trains,Small,Japan
2005-02-22,3340.48,Trains,Medium,Spain
2005-03-23,2154.0,Trains,Small,USA
2005-05-06,5808.48,Trains,Medium,USA
2003-03-03,1777.1,Classic Cars,Small,Philippines
2003-05-08,1536.57,Classic Cars,Small,France
2003-07-02,3510.0,Classic Cars,Medium,USA
2003-09-05,3097.44,Classic Cars,Medium,USA
2003-10-10,1705.41,Classic Cars,Small,USA
2003-11-04,2264.32,Classic Cars,Small,Australia
2003-11-12,2484.6,Classic Cars,Small,Norway
2003-11-20,3415.68,Classic Cars,Medium,Germany
2003-12-02,2839.32,Classic Cars,Small,Spain
2004-01-15,2730.0,Classic Cars,Small,France
2004-02-22,3540.53,Classic Cars,Medium,Switzerland
2004-04-09,2999.97,Classic Cars,Small,Denmark
2004-05-26,1527.8,Classic Cars,Small,France
2004-07-02,3907.8,Classic Cars,Medium,Australia
2004-08-02,2658.48,Classic Cars,Small,USA
2004-08-30,3042.68,Classic Cars,Medium,Switzerland
2003-10-04,3861.2,Classic Cars,Medium,Germany
2004-10-16,2171.07,Classic Cars,Small,Germany
2004-11-03,3403.08,Classic Cars,Medium,USA
2004-11-15,2245.8,Classic Cars,Small,USA
2004-11-24,1668.5,Classic Cars,Small,Australia
2005-01-06,2773.8,Classic Cars,Small,Finland
2005-02-10,2464.0,Classic Cars,Small,Spain
2005-03-04,5491.6,Classic Cars,Medium,USA
2003-01-29,4791.82,Vintage Cars,Medium,Norway
2003-03-25,4178.85,Vintage Cars,Medium,USA
2003-05-28,3128.92,Vintage Cars,Medium,Spain
2003-07-16,3095.4,Vintage Cars,Medium,Australia
2003-09-12,3958.5,Vintage Cars,Medium,USA
2003-10-20,4991.44,Vintage Cars,Medium,USA
2003-11-05,2761.96,Vintage Cars,Small,Italy
2003-11-12,2848.23,Vintage Cars,Small,USA
2003-11-21,2539.84,Vintage Cars,Small,Australia
2003-12-05,2444.4,Vintage Cars,Small,Canada
2004-01-29,4555.92,Vintage Cars,Medium,USA
2004-03-02,3666.96,Vintage Cars,Medium,France
2004-04-29,3035.88,Vintage Cars,Medium,Spain
2004-06-14,2321.54,Vintage Cars,Small,USA
2004-08-17,3474.46,Vintage Cars,Medium,Italy
2004-09-07,2501.98,Vintage Cars,Small,USA
2004-10-11,3958.46,Vintage Cars,Medium,France
2004-10-21,3535.95,Vintage Cars,Medium,USA
2004-11-05,3011.91,Vintage Cars,Medium,Germany
2004-11-18,11336.7,Vintage Cars,Large,USA
2004-11-29,2656.94,Vintage Cars,Small,Australia
2004-12-10,2604.25,Vintage Cars,Small,USA
2005-01-20,3288.6,Vintage Cars,Medium,USA
2005-02-17,8935.5,Vintage Cars,Large,USA
2005-03-10,4035.96,Vintage Cars,Medium,Austria
2005-05-30,1875.09,Vintage Cars,Small,Belgium
2003-03-03,4049.56,Classic Cars,Medium,Philippines
2003-05-08,2469.39,Classic Cars,Small,France
2003-07-02,5432.7,Classic Cars,Medium,USA
2003-09-05,4405.22,Classic Cars,Medium,USA
2003-10-10,3638.0,Classic Cars,Medium,USA
2003-11-04,4444.92,Classic Cars,Medium,Australia
2003-11-12,3395.48,Classic Cars,Medium,Norway
2003-11-20,3414.58,Classic Cars,Medium,Germany
2003-12-02,5127.04,Classic Cars,Medium,Spain
2004-01-15,3745.28,Classic Cars,Medium,France
2004-02-22,4564.08,Classic Cars,Medium,Switzerland
2004-04-09,6554.24,Classic Cars,Medium,Denmark
2004-05-26,6749.83,Classic Cars,Medium,France
2004-07-02,8427.02,Classic Cars,Large,Australia
2004-08-02,3924.6,Classic Cars,Medium,USA
2004-08-30,6761.6,Classic Cars,Medium,Switzerland
2003-10-04,3786.49,Classic Cars,Medium,Germany
2004-10-16,6266.12,Classic Cars,Medium,Germany
2004-11-03,3491.0,Classic Cars,Medium,Sweden
2004-11-16,4405.22,Classic Cars,Medium,Philippines
2004-11-24,6548.3,Classic Cars,Medium,Australia
2004-12-07,3177.91,Classic Cars,Medium,Spain
2005-01-06,4142.64,Classic Cars,Medium,Finland
2005-02-10,4149.07,Classic Cars,Medium,Spain
2005-03-04,7397.0,Classic Cars,Large,USA
2003-03-10,6241.6,Classic Cars,Medium,USA
2003-05-20,5331.88,Classic Cars,Medium,France
2003-07-10,5124.3,Classic Cars,Medium,France
2003-09-11,3639.44,Classic Cars,Medium,Australia
2003-10-17,5544.0,Classic Cars,Medium,Denmark
2003-11-05,5493.12,Classic Cars,Medium,USA
2003-11-12,5785.26,Classic Cars,Medium,Norway
2003-11-20,5340.6,Classic Cars,Medium,USA
2003-12-02,5735.8,Classic Cars,Medium,USA
2004-01-16,6357.6,Classic Cars,Medium,Spain
2004-02-26,7343.9,Classic Cars,Large,USA
2004-04-13,5959.22,Classic Cars,Medium,Japan
2004-06-01,4029.38,Classic Cars,Medium,UK
2004-07-06,5035.14,Classic Cars,Medium,Italy
2004-08-06,4116.8,Classic Cars,Medium,USA
2004-08-30,4310.55,Classic Cars,Medium,Switzerland
2003-10-05,6446.7,Classic Cars,Medium,Norway
2004-10-16,3616.64,Classic Cars,Medium,Spain
2004-11-04,4232.76,Classic Cars,Medium,USA
2004-11-17,1765.66,Classic Cars,Small,USA
2004-11-24,3734.72,Classic Cars,Medium,France
2005-01-12,4808.38,Classic Cars,Medium,USA
2005-02-10,2266.56,Classic Cars,Small,Spain
2005-04-15,10468.9,Classic Cars,Large,Denmark
2005-05-17,5589.14,Classic Cars,Medium,Austria
2003-03-03,2914.11,Motorcycles,Small,Philippines
2003-05-08,1740.9,Motorcycles,Small,France
2003-07-02,2266.2,Motorcycles,Small,USA
2003-09-03,3155.58,Motorcycles,Medium,USA
2003-10-10,1357.86,Motorcycles,Small,USA
2003-11-04,2598.82,Motorcycles,Small,Australia
2003-11-11,1057.56,Motorcycles,Small,France
2003-11-20,3127.82,Motorcycles,Medium,Germany
2004-01-15,2488.14,Motorcycles,Small,France
2004-02-21,2220.72,Motorcycles,Small,France
2004-04-05,1357.72,Motorcycles,Small,USA
2004-05-26,1638.04,Motorcycles,Small,France
2004-06-30,2626.08,Motorcycles,Small,USA
2004-08-02,1661.88,Motorcycles,Small,USA
2004-08-28,2173.6,Motorcycles,Small,France
2004-09-30,2182.05,Motorcycles,Small,Finland
2004-10-16,2819.88,Motorcycles,Small,Germany
2004-11-03,2598.64,Motorcycles,Small,USA
2004-11-16,2019.27,Motorcycles,Small,Philippines
2004-11-24,1454.7,Motorcycles,Small,Australia
2004-12-07,1657.57,Motorcycles,Small,Spain
2005-01-06,2851.84,Motorcycles,Small,Finland
2005-02-10,4609.64,Motorcycles,Medium,Spain
2005-03-04,5079.96,Motorcycles,Medium,USA
2005-04-08,1879.92,Motorcycles,Small,UK
2003-02-17,4774.86,Vintage Cars,Medium,Italy
2003-04-28,2687.04,Vintage Cars,Small,Austria
2003-06-16,3423.75,Vintage Cars,Medium,USA
2003-08-10,3455.76,Vintage Cars,Medium,USA
2003-10-06,3622.97,Vintage Cars,Medium,Finland
2003-10-23,3599.58,Vintage Cars,Medium,Sweden
2003-11-08,5386.56,Vintage Cars,Medium,France
2003-11-14,4918.78,Vintage Cars,Medium,UK
2003-11-26,2538.8,Vintage Cars,Small,Spain
2004-01-09,2498.6,Vintage Cars,Small,USA
2004-02-19,3858.75,Vintage Cars,Medium,USA
2004-05-08,5600.5,Vintage Cars,Medium,USA
2004-06-24,4103.46,Vintage Cars,Medium,Spain
2004-07-21,4287.5,Vintage Cars,Medium,Belgium
2004-08-20,5795.54,Vintage Cars,Medium,Canada
2004-09-15,1863.4,Vintage Cars,Small,Germany
2004-10-14,4166.88,Vintage Cars,Medium,USA
2004-11-01,4080.07,Vintage Cars,Medium,UK
2004-11-12,3815.48,Vintage Cars,Medium,Italy
2004-11-22,5526.45,Vintage Cars,Medium,Belgium
2004-12-03,3374.6,Vintage Cars,Medium,UK
2005-01-31,3024.5,Vintage Cars,Medium,Finland
2005-03-01,1266.1,Vintage Cars,Small,Spain
2005-03-30,4811.85,Vintage Cars,Medium,France
2005-04-01,7307.42,Vintage Cars,Large,USA
2005-05-09,6209.25,Vintage Cars,Medium,Australia
2003-01-31,5348.5,Classic Cars,Medium,Spain
2003-04-16,2780.58,Classic Cars,Small,Singapore
2003-06-03,3447.0,Classic Cars,Medium,USA
2003-08-08,3791.52,Classic Cars,Medium,USA
2003-09-25,4524.1,Classic Cars,Medium,Australia
2003-10-22,3337.6,Classic Cars,Medium,Singapore
2003-11-06,5532.12,Classic Cars,Medium,Italy
2003-11-14,5096.91,Classic Cars,Medium,USA
2003-11-26,4537.08,Classic Cars,Medium,USA
2003-12-09,6146.8,Classic Cars,Medium,USA
2004-02-12,8258.0,Classic Cars,Large,Ireland
2004-03-15,7238.28,Classic Cars,Large,Germany
2004-05-05,6756.0,Classic Cars,Medium,Finland
2004-07-20,3734.0,Classic Cars,Medium,USA
2004-08-20,4674.8,Classic Cars,Medium,USA
2004-09-08,7140.76,Classic Cars,Large,USA
2004-10-14,3600.65,Classic Cars,Medium,UK
2004-10-22,4206.74,Classic Cars,Medium,Denmark
2004-11-05,5379.71,Classic Cars,Medium,USA
2004-11-21,5679.36,Classic Cars,Medium,USA
2004-12-01,4394.84,Classic Cars,Medium,USA
2004-12-10,2528.25,Classic Cars,Small,Spain
2005-01-26,7031.52,Classic Cars,Large,Japan
2005-02-22,5340.9,Classic Cars,Medium,Spain
2005-03-15,6376.58,Classic Cars,Medium,Spain
2005-05-05,6896.75,Classic Cars,Medium,USA
2003-01-06,1903.22,Vintage Cars,Small,USA
2003-03-18,2499.56,Vintage Cars,Small,UK
2003-05-21,3081.24,Vintage Cars,Medium,USA
2003-09-11,3598.22,Vintage Cars,Medium,Australia
2003-10-18,3912.09,Vintage Cars,Medium,USA
2003-11-05,1584.66,Vintage Cars,Small,Italy
2003-11-12,3942.72,Vintage Cars,Medium,USA
2003-11-21,2341.2,Vintage Cars,Small,Australia
2003-12-02,2482.11,Vintage Cars,Small,USA
2004-01-22,3602.02,Vintage Cars,Medium,UK
2004-03-02,3566.94,Vintage Cars,Medium,France
2004-04-13,3787.98,Vintage Cars,Medium,France
2004-08-17,3704.05,Vintage Cars,Medium,Italy
2004-09-01,2834.65,Vintage Cars,Small,Singapore
2003-10-06,3392.26,Vintage Cars,Medium,UK
2004-10-16,3358.31,Vintage Cars,Medium,Spain
2004-11-17,7310.0,Vintage Cars,Large,UK
2004-11-25,2203.11,Vintage Cars,Small,France
2005-01-12,2696.96,Vintage Cars,Small,USA
2005-02-16,3376.64,Vintage Cars,Medium,Spain
2005-04-22,541.14,Vintage Cars,Small,USA
2005-05-29,6134.7,Vintage Cars,Medium,Australia
2003-02-11,3382.5,Vintage Cars,Medium,Denmark
2003-04-16,2240.66,Vintage Cars,Small,Singapore
2003-06-06,3962.88,Vintage Cars,Medium,Spain
2003-08-08,1685.28,Vintage Cars,Small,USA
2003-09-28,1834.36,Vintage Cars,Small,Spain
2003-10-21,1916.98,Vintage Cars,Small,USA
2003-11-07,2611.0,Vintage Cars,Small,Spain
2003-11-14,3630.28,Vintage Cars,Medium,USA
2003-11-26,5090.5,Vintage Cars,Medium,Spain
2004-01-02,3949.65,Vintage Cars,Medium,France
2004-02-18,3491.67,Vintage Cars,Medium,Belgium
2004-03-20,2059.19,Vintage Cars,Small,UK
2004-05-07,3170.16,Vintage Cars,Medium,USA
2004-06-17,1790.6,Vintage Cars,Small,Canada
2004-07-21,2345.97,Vintage Cars,Small,Belgium
2004-08-20,3580.88,Vintage Cars,Medium,Canada
2004-09-09,4946.06,Vintage Cars,Medium,Italy
2004-10-14,3525.6,Vintage Cars,Medium,UK
2004-10-29,3602.16,Vintage Cars,Medium,France
2004-11-09,4300.5,Vintage Cars,Medium,Sweden
2004-11-21,4498.19,Vintage Cars,Medium,USA
2004-12-02,3023.1,Vintage Cars,Medium,Spain
2005-01-26,3562.49,Vintage Cars,Medium,Japan
2005-02-22,1640.24,Vintage Cars,Small,Spain
2005-03-23,4739.4,Vintage Cars,Medium,USA
2005-05-06,1207.68,Vintage Cars,Small,USA
2003-01-29,4228.2,Trucks and Buses,Medium,Norway
2003-04-01,4815.45,Trucks and Buses,Medium,France
2003-05-28,7083.0,Trucks and Buses,Large,Spain
2003-07-24,4601.2,Trucks and Buses,Medium,USA
2003-09-19,6467.02,Trucks and Buses,Medium,Singapore
2003-10-21,5012.55,Trucks and Buses,Medium,Austria
2003-11-06,5121.59,Trucks and Buses,Medium,UK
2003-11-13,2441.04,Trucks and Buses,Small,USA
2003-11-25,4262.08,Trucks and Buses,Medium,France
2003-12-09,6658.02,Trucks and Buses,Medium,USA
2004-02-04,4509.08,Trucks and Buses,Medium,Singapore
2004-03-11,4716.23,Trucks and Buses,Medium,USA
2004-05-04,2390.22,Trucks and Buses,Small,USA
2004-06-15,4666.62,Trucks and Buses,Medium,Singapore
2004-07-19,5383.08,Trucks and Buses,Medium,Australia
2004-08-19,2482.25,Trucks and Buses,Small,USA
2004-09-08,5288.64,Trucks and Buses,Medium,Sweden
2004-10-13,2184.38,Trucks and Buses,Small,USA
2004-10-22,2881.76,Trucks and Buses,Small,Canada
2004-11-05,6203.06,Trucks and Buses,Medium,Germany
2004-11-19,6763.47,Trucks and Buses,Medium,Sweden
2004-11-29,5884.65,Trucks and Buses,Medium,Australia
2004-12-10,3559.64,Trucks and Buses,Medium,USA
2005-01-20,1668.37,Trucks and Buses,Small,Australia
2005-02-17,4890.6,Trucks and Buses,Medium,USA
2005-05-01,5235.72,Trucks and Buses,Medium,Canada
2005-05-31,4325.16,Trucks and Buses,Medium,France
2003-01-29,1938.89,Vintage Cars,Small,Norway
2003-03-26,2490.5,Vintage Cars,Small,USA
2003-05-28,2314.69,Vintage Cars,Small,Spain
2003-07-24,1254.83,Vintage Cars,Small,USA
2003-09-19,1282.8,Vintage Cars,Small,Singapore
2003-10-21,1345.75,Vintage Cars,Small,Austria
2003-11-06,2194.22,Vintage Cars,Small,Australia
2003-11-13,1972.0,Vintage Cars,Small,USA
2003-11-25,1835.98,Vintage Cars,Small,France
2003-12-05,1119.93,Vintage Cars,Small,Canada
2004-01-29,2082.88,Vintage Cars,Small,USA
2004-03-11,1569.75,Vintage Cars,Small,USA
2004-05-04,2694.15,Vintage Cars,Small,USA
2004-06-15,1257.27,Vintage Cars,Small,Japan
2004-07-19,2567.84,Vintage Cars,Small,Australia
2004-08-19,2634.28,Vintage Cars,Small,USA
2004-09-08,1502.78,Vintage Cars,Small,Sweden
2004-10-11,1676.2,Vintage Cars,Small,France
2004-10-21,2217.15,Vintage Cars,Small,USA
2004-11-05,6832.02,Vintage Cars,Medium,USA
2004-11-18,1916.64,Vintage Cars,Small,USA
2004-11-01,7110.8,Vintage Cars,Large,Spain
2004-12-10,5302.8,Vintage Cars,Medium,Spain
2005-01-20,2730.0,Vintage Cars,Small,Australia
2005-02-17,7827.3,Vintage Cars,Large,USA
2005-05-01,2095.45,Vintage Cars,Small,Canada
2005-05-31,1556.62,Vintage Cars,Small,Spain
2003-03-03,5565.12,Classic Cars,Medium,Philippines
2003-05-08,3583.16,Classic Cars,Medium,France
2003-07-02,4705.18,Classic Cars,Medium,USA
2003-09-03,4444.54,Classic Cars,Medium,USA
2003-10-10,4618.88,Classic Cars,Medium,USA
2003-11-04,4910.4,Classic Cars,Medium,Australia
2003-11-11,5565.12,Classic Cars,Medium,France
2003-11-20,4237.76,Classic Cars,Medium,Germany
2004-01-15,5673.58,Classic Cars,Medium,France
2004-02-22,5260.15,Classic Cars,Medium,Switzerland
2004-04-09,6350.96,Classic Cars,Medium,Denmark
2004-05-26,3559.4,Classic Cars,Medium,France
2004-06-30,2410.6,Classic Cars,Small,USA
2004-08-02,5713.92,Classic Cars,Medium,USA
2004-08-30,4300.32,Classic Cars,Medium,Switzerland
2004-09-30,7947.31,Classic Cars,Large,Finland
2004-10-16,5356.8,Classic Cars,Medium,Germany
2004-11-03,7901.1,Classic Cars,Large,USA
2004-11-16,6101.0,Classic Cars,Medium,Philippines
2004-11-24,6276.46,Classic Cars,Medium,Australia
2004-12-07,4203.5,Classic Cars,Medium,Spain
2005-01-06,1629.04,Classic Cars,Small,Finland
2005-02-10,3289.86,Classic Cars,Medium,Spain
2005-03-04,6862.94,Classic Cars,Medium,USA
2003-03-18,2574.18,Classic Cars,Small,UK
2003-05-21,1327.79,Classic Cars,Small,USA
2003-09-11,2356.25,Classic Cars,Small,Australia
2003-10-17,2013.5,Classic Cars,Small,Denmark
2003-11-05,2807.22,Classic Cars,Small,Italy
2003-11-12,3072.96,Classic Cars,Medium,USA
2003-11-21,1906.5,Classic Cars,Small,Australia
2003-12-02,3431.7,Classic Cars,Medium,USA
2004-01-22,2084.75,Classic Cars,Small,UK
2004-03-02,2136.01,Classic Cars,Small,France
2004-04-13,2009.7,Classic Cars,Small,France
2004-07-07,2719.8,Classic Cars,Small,USA
2004-08-09,1575.08,Classic Cars,Small,Spain
2004-09-01,1688.43,Classic Cars,Small,Singapore
2003-10-06,1672.1,Classic Cars,Small,UK
2004-10-16,1674.75,Classic Cars,Small,Spain
2004-11-17,3472.98,Classic Cars,Medium,UK
2004-11-25,1649.18,Classic Cars,Small,France
2005-01-12,3751.0,Classic Cars,Medium,USA
2005-02-16,4536.0,Classic Cars,Medium,Spain
2005-04-22,4421.34,Classic Cars,Medium,USA
2005-05-29,2078.28,Classic Cars,Small,Australia
2003-03-18,3069.0,Classic Cars,Medium,UK
2003-05-21,1713.8,Classic Cars,Small,USA
2003-09-11,1506.5,Classic Cars,Small,Australia
2003-10-17,2692.12,Classic Cars,Small,Denmark
2003-11-05,2422.08,Classic Cars,Small,USA
2003-11-12,3488.34,Classic Cars,Medium,USA
2003-11-20,2583.34,Classic Cars,Small,USA
2003-12-02,1249.4,Classic Cars,Small,USA
2004-01-16,3374.71,Classic Cars,Medium,Spain
2004-02-26,1265.46,Classic Cars,Small,USA
2004-04-13,1681.46,Classic Cars,Small,France
2004-07-07,3204.0,Classic Cars,Medium,USA
2004-08-09,2398.72,Classic Cars,Small,Spain
2004-09-01,2381.04,Classic Cars,Small,Singapore
2003-10-05,1944.54,Classic Cars,Small,Norway
2004-10-16,2273.7,Classic Cars,Small,Spain
2004-11-04,2116.5,Classic Cars,Small,USA
2004-11-17,1307.32,Classic Cars,Small,UK
2004-11-25,1726.37,Classic Cars,Small,France
2005-01-12,1267.77,Classic Cars,Small,USA
2005-02-16,3441.82,Classic Cars,Medium,Spain
2005-04-22,1987.18,Classic Cars,Small,USA
2005-05-29,3880.2,Classic Cars,Medium,Australia
2003-01-31,1942.15,Classic Cars,Small,Spain
2003-04-04,3259.92,Classic Cars,Medium,USA
2003-06-03,1213.8,Classic Cars,Small,USA
2003-08-01,1086.6,Classic Cars,Small,Finland
2003-09-25,1632.75,Classic Cars,Small,Australia
2003-10-22,1734.0,Classic Cars,Small,Singapore
2003-11-06,1857.06,Classic Cars,Small,Italy
2003-11-14,1863.41,Classic Cars,Small,Spain
2003-11-25,2924.68,Classic Cars,Small,USA
2003-12-09,2294.18,Classic Cars,Small,USA
2004-02-12,1457.82,Classic Cars,Small,Ireland
2004-03-15,1955.88,Classic Cars,Small,Germany
2004-05-05,2314.4,Classic Cars,Small,Spain
2004-06-15,1310.96,Classic Cars,Small,Singapore
2004-07-20,2913.3,Classic Cars,Small,USA
2004-08-20,1357.78,Classic Cars,Small,USA
2004-09-08,2150.0,Classic Cars,Small,USA
2004-10-13,2783.25,Classic Cars,Small,USA
2004-10-22,2339.92,Classic Cars,Small,Denmark
2004-11-05,1729.0,Classic Cars,Small,USA
2004-11-20,5972.4,Classic Cars,Medium,France
2004-12-01,2275.2,Classic Cars,Small,USA
2004-12-10,2673.44,Classic Cars,Small,Spain
2005-01-23,2431.75,Classic Cars,Small,USA
2005-02-22,2018.72,Classic Cars,Small,Spain
2005-03-15,1558.99,Classic Cars,Small,Spain
2005-05-03,1104.6,Classic Cars,Small,Spain
2005-05-31,2575.1,Classic Cars,Small,France
2003-02-24,2845.75,Motorcycles,Small,USA
2003-04-29,3431.75,Motorcycles,Medium,Australia
2003-07-01,3273.9,Motorcycles,Medium,France
2003-08-25,4119.4,Motorcycles,Medium,USA
2003-10-10,5355.68,Motorcycles,Medium,USA
2003-10-28,5747.5,Motorcycles,Medium,USA
2003-11-11,5355.36,Motorcycles,Medium,France
2003-11-18,2535.75,Motorcycles,Small,Norway
2003-12-01,4351.23,Motorcycles,Medium,USA
2004-01-15,2254.0,Motorcycles,Small,France
2004-02-20,2921.28,Motorcycles,Small,Australia
2004-04-05,2299.0,Motorcycles,Small,USA
2004-05-18,2637.18,Motorcycles,Small,USA
2004-06-28,4307.52,Motorcycles,Medium,USA
2004-07-23,2153.76,Motorcycles,Small,France
2004-08-27,3716.88,Motorcycles,Medium,USA
2004-09-30,5455.76,Motorcycles,Medium,Finland
2004-10-15,2650.62,Motorcycles,Small,Norway
2004-11-02,6437.28,Motorcycles,Medium,USA
2004-11-15,2633.4,Motorcycles,Small,USA
2004-11-23,2278.53,Motorcycles,Small,Japan
2005-01-05,4846.0,Motorcycles,Medium,USA
2005-02-02,4197.1,Motorcycles,Medium,Australia
2005-03-03,4597.65,Motorcycles,Medium,Sweden
2005-04-08,5287.7,Motorcycles,Medium,UK
2005-05-13,3550.05,Motorcycles,Medium,Spain
2003-03-18,1721.73,Classic Cars,Small,UK
2003-05-20,2993.5,Classic Cars,Small,France
2003-07-10,1295.06,Classic Cars,Small,France
2003-09-11,2671.95,Classic Cars,Small,Australia
2003-10-17,1226.59,Classic Cars,Small,Denmark
2003-11-05,1453.84,Classic Cars,Small,USA
2003-11-12,1830.22,Classic Cars,Small,Norway
2003-11-20,2530.01,Classic Cars,Small,USA
2003-12-02,2241.45,Classic Cars,Small,USA
2004-01-16,2399.85,Classic Cars,Small,Spain
2004-02-26,1557.72,Classic Cars,Small,USA
2004-04-13,845.25,Classic Cars,Small,France
2004-07-06,1352.4,Classic Cars,Small,Italy
2004-08-06,1584.8,Classic Cars,Small,USA
2004-09-01,2616.0,Classic Cars,Small,Singapore
2003-10-05,1129.04,Classic Cars,Small,Norway
2004-10-16,2218.5,Classic Cars,Small,Spain
2004-11-04,2028.48,Classic Cars,Small,USA
2004-11-17,1759.2,Classic Cars,Small,UK
2004-11-24,977.67,Classic Cars,Small,France
2005-01-12,1463.0,Classic Cars,Small,USA
2005-02-10,3970.56,Classic Cars,Medium,Spain
2005-04-22,2576.0,Classic Cars,Small,USA
2005-05-29,2233.69,Classic Cars,Small,Australia
2003-02-17,2481.64,Planes,Small,Italy
2003-04-29,4651.53,Planes,Medium,Australia
2003-06-27,3858.1,Planes,Medium,Spain
2003-08-25,3501.6,Planes,Medium,USA
2003-10-28,6433.7,Planes,Medium,USA
2004-01-12,2658.96,Planes,Small,Japan
2004-02-20,3608.76,Planes,Medium,Australia
2004-04-02,2214.67,Planes,Small,Canada
2004-05-11,2747.53,Planes,Small,USA
2004-06-24,3310.92,Planes,Medium,Spain
2004-07-23,2380.0,Planes,Small,France
2004-08-21,2310.88,Planes,Small,Norway
2004-09-16,4061.76,Planes,Medium,Ireland
2004-10-15,3493.7,Planes,Medium,USA
2004-11-01,2872.25,Planes,Small,UK
2004-11-12,4114.38,Planes,Medium,Italy
2004-11-23,1063.65,Planes,Small,Japan
2004-12-04,2008.44,Planes,Small,USA
2005-02-02,4328.6,Planes,Medium,Australia
2005-03-01,1376.43,Planes,Small,Spain
2005-03-30,5552.16,Planes,Medium,France
2005-04-03,3659.02,Planes,Medium,USA
2005-05-10,4165.61,Planes,Medium,Italy
2003-01-09,1404.0,Vintage Cars,Small,Germany
2003-03-18,710.2,Vintage Cars,Small,UK
2003-05-21,1702.8,Vintage Cars,Small,USA
2003-09-12,1194.84,Vintage Cars,Small,USA
2003-10-18,1007.14,Vintage Cars,Small,USA
2003-11-05,977.43,Vintage Cars,Small,Italy
2003-11-12,1436.76,Vintage Cars,Small,USA
2003-11-21,759.46,Vintage Cars,Small,Australia
2003-12-03,1189.44,Vintage Cars,Small,Spain
2004-01-26,683.8,Vintage Cars,Small,Spain
2004-03-02,1226.82,Vintage Cars,Small,France
2004-04-26,974.82,Vintage Cars,Small,USA
2004-08-17,577.6,Vintage Cars,Small,Italy
2004-09-01,1106.93,Vintage Cars,Small,Singapore
2004-10-11,694.6,Vintage Cars,Small,France
2004-10-21,1152.06,Vintage Cars,Small,USA
2004-11-04,2624.0,Vintage Cars,Small,USA
2004-11-17,3685.95,Vintage Cars,Medium,UK
2004-11-25,703.6,Vintage Cars,Small,France
2004-12-09,9720.0,Vintage Cars,Large,France
2005-01-12,834.67,Vintage Cars,Small,USA
2005-02-16,2257.92,Vintage Cars,Small,Spain
2005-03-09,8344.71,Vintage Cars,Large,Australia
2005-04-23,1801.94,Vintage Cars,Small,Singapore
2005-05-29,1209.6,Vintage Cars,Small,Australia
2003-02-24,3155.14,Motorcycles,Medium,USA
2003-04-29,2848.86,Motorcycles,Small,Australia
2003-07-01,3570.29,Motorcycles,Medium,France
2003-08-25,3902.41,Motorcycles,Medium,USA
2003-10-10,1474.66,Motorcycles,Small,Norway
2003-10-28,2186.89,Motorcycles,Small,USA
2003-11-11,1919.4,Motorcycles,Small,France
2003-11-18,3656.0,Motorcycles,Medium,Norway
2003-12-01,1847.0,Motorcycles,Small,USA
2004-01-12,1851.0,Motorcycles,Small,Japan
2004-02-20,2633.78,Motorcycles,Small,Australia
2004-04-03,3153.6,Motorcycles,Medium,USA
2004-05-11,2803.2,Motorcycles,Small,USA
2004-06-28,2311.02,Motorcycles,Small,USA
2004-07-23,2399.4,Motorcycles,Small,France
2004-08-27,2733.12,Motorcycles,Small,USA
2004-09-16,2096.32,Motorcycles,Small,Ireland
2004-10-15,2971.34,Motorcycles,Small,USA
2004-11-02,2257.58,Motorcycles,Small,USA
2004-11-15,3493.91,Motorcycles,Medium,USA
2004-11-24,4398.9,Motorcycles,Medium,Spain
2005-01-06,3595.62,Motorcycles,Medium,Finland
2005-02-03,2443.29,Motorcycles,Small,France
2005-03-03,3988.6,Motorcycles,Medium,Sweden
2005-04-07,5168.4,Motorcycles,Medium,France
2005-05-10,2803.2,Motorcycles,Small,Italy
2003-02-11,6341.21,Ships,Medium,Denmark
2003-04-16,5189.78,Ships,Medium,Singapore
